Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [ 16  32  32 512 512] (5,)
validation set =  100000
-->  3 34100 chunk_13_50000.pkl
--> train minibatch error =  0.16
-->  3 34350 chunk_13_50000.pkl
--> train minibatch error =  0.18
-->  3 34400 chunk_13_50000.pkl
--> train minibatch error =  0.24
-->  3 34500 chunk_13_50000.pkl
--> train minibatch error =  0.14
-->  3 34550 chunk_13_50000.pkl
training @ iter =  3700 , cost =  0.0277866180986
training @ iter =  3800 , cost =  0.0244557764381
--> train minibatch error =  0.12
-->  3 44850 chunk_13_50000.pkl
training @ iter =  3900 , cost =  0.202453970909
--> train minibatch error =  0.12
-->  3 46650 chunk_13_50000.pkl
iter  3999  validation
epoch 1, iter 4000, validation error 2.214000 %
epoch 1, iter 4000, train minibatch error 6.000000 %
epoch 1, iter 4000, train buffer error 1.900000 %
patience =  50000 0.99 7998
training @ iter =  4000 , cost =  0.465545237064
--> train minibatch error =  0.18
-->  4 0 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 100 chunk_14_50000.pkl
training @ iter =  4100 , cost =  0.058459430933
training @ iter =  4200 , cost =  0.00482243765146
--> train minibatch error =  0.16
-->  4 13100 chunk_14_50000.pkl
--> train minibatch error =  0.36
-->  4 14950 chunk_14_50000.pkl
training @ iter =  4300 , cost =  0.268121689558
--> train minibatch error =  0.12
-->  4 16350 chunk_14_50000.pkl
--> train minibatch error =  0.14
-->  4 19900 chunk_14_50000.pkl
training @ iter =  4400 , cost =  0.292263329029
--> train minibatch error =  0.12
-->  4 20000 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 22000 chunk_14_50000.pkl
training @ iter =  4500 , cost =  0.0206293631345
--> train minibatch error =  0.14
-->  4 26400 chunk_14_50000.pkl
--> train minibatch error =  0.3
-->  4 26500 chunk_14_50000.pkl
training @ iter =  4600 , cost =  0.0324244759977
--> train minibatch error =  0.12
-->  4 34250 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 34350 chunk_14_50000.pkl
training @ iter =  4700 , cost =  0.0267975740135
--> train minibatch error =  0.32
-->  4 36550 chunk_14_50000.pkl
--> train minibatch error =  0.44
-->  4 36600 chunk_14_50000.pkl
--> train minibatch error =  0.2
-->  4 36650 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 36800 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 37750 chunk_14_50000.pkl
--> train minibatch error =  0.36
-->  4 39850 chunk_14_50000.pkl
training @ iter =  4800 , cost =  0.407236337662
--> train minibatch error =  0.12
-->  4 40000 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 42300 chunk_14_50000.pkl
training @ iter =  4900 , cost =  0.0535850897431
--> train minibatch error =  0.12
-->  4 45650 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 46200 chunk_14_50000.pkl
--> train minibatch error =  0.12
-->  4 46950 chunk_14_50000.pkl
training @ iter =  5000 , cost =  0.00985950324684
--> train minibatch error =  0.14
-->  5 2700 chunk_15_50000.pkl
training @ iter =  5100 , cost =  0.032511793077
--> train minibatch error =  0.24
-->  5 5900 chunk_15_50000.pkl
--> train minibatch error =  0.22
-->  5 5950 chunk_15_50000.pkl
--> train minibatch error =  0.36
-->  5 6000 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 9250 chunk_15_50000.pkl
training @ iter =  5200 , cost =  0.0391322784126
--> train minibatch error =  0.14
-->  5 12400 chunk_15_50000.pkl
training @ iter =  5300 , cost =  0.0148380948231
training @ iter =  5400 , cost =  0.0676381662488
--> train minibatch error =  0.18
-->  5 20900 chunk_15_50000.pkl
--> train minibatch error =  0.28
-->  5 23350 chunk_15_50000.pkl
--> train minibatch error =  0.38
-->  5 23450 chunk_15_50000.pkl
--> train minibatch error =  0.2
-->  5 23500 chunk_15_50000.pkl
--> train minibatch error =  0.12
-->  5 23650 chunk_15_50000.pkl
training @ iter =  5500 , cost =  0.037798833102
--> train minibatch error =  0.12
-->  5 27650 chunk_15_50000.pkl
training @ iter =  5600 , cost =  0.0315398201346
training @ iter =  5700 , cost =  0.0354496613145
--> train minibatch error =  0.12
-->  5 38150 chunk_15_50000.pkl
training @ iter =  5800 , cost =  0.0090818144381
training @ iter =  5900 , cost =  0.0640338510275
iter  5999  validation
epoch 1, iter 6000, validation error 1.839000 %
epoch 1, iter 6000, train minibatch error 0.000000 %
epoch 1, iter 6000, train buffer error 1.900000 %
patience =  50000 0.99 11998
training @ iter =  6000 , cost =  0.00502289831638
--> train minibatch error =  0.14
-->  6 2750 chunk_16_50000.pkl
--> train minibatch error =  0.16
-->  6 2850 chunk_16_50000.pkl
training @ iter =  6100 , cost =  0.203730583191
training @ iter =  6200 , cost =  0.00975479930639
--> train minibatch error =  0.16
-->  6 10100 chunk_16_50000.pkl
--> train minibatch error =  0.26
-->  6 10200 chunk_16_50000.pkl
--> train minibatch error =  0.14
-->  6 10400 chunk_16_50000.pkl
training @ iter =  6300 , cost =  0.129968479276
training @ iter =  6400 , cost =  0.0108292074874
training @ iter =  6500 , cost =  0.130350932479
training @ iter =  6600 , cost =  0.0184046905488
--> train minibatch error =  0.12
-->  6 30700 chunk_16_50000.pkl
--> train minibatch error =  0.12
-->  6 32100 chunk_16_50000.pkl
training @ iter =  6700 , cost =  0.0393788442016
--> train minibatch error =  0.12
-->  6 37000 chunk_16_50000.pkl
training @ iter =  6800 , cost =  0.00449621072039
--> train minibatch error =  0.16
-->  6 41000 chunk_16_50000.pkl
--> train minibatch error =  0.12
-->  6 41650 chunk_16_50000.pkl
training @ iter =  6900 , cost =  0.018058847636
--> train minibatch error =  0.14
-->  6 46650 chunk_16_50000.pkl
--> train minibatch error =  0.12
-->  6 49050 chunk_16_50000.pkl
training @ iter =  7000 , cost =  0.12917779386
--> train minibatch error =  0.32
-->  7 1500 chunk_17_50000.pkl
--> train minibatch error =  0.14
-->  7 1550 chunk_17_50000.pkl
--> train minibatch error =  0.3
-->  7 1600 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 3650 chunk_17_50000.pkl
training @ iter =  7100 , cost =  0.0535581447184
training @ iter =  7200 , cost =  0.00721728568897
--> train minibatch error =  0.12
-->  7 13500 chunk_17_50000.pkl
training @ iter =  7300 , cost =  0.0905043333769
training @ iter =  7400 , cost =  0.117049783468
--> train minibatch error =  0.18
-->  7 21000 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 22750 chunk_17_50000.pkl
training @ iter =  7500 , cost =  0.0766034275293
--> train minibatch error =  0.14
-->  7 25250 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 26000 chunk_17_50000.pkl
training @ iter =  7600 , cost =  0.00437697395682
--> train minibatch error =  0.24
-->  7 33350 chunk_17_50000.pkl
--> train minibatch error =  0.16
-->  7 33450 chunk_17_50000.pkl
--> train minibatch error =  0.18
-->  7 34400 chunk_17_50000.pkl
training @ iter =  7700 , cost =  0.0774910524487
training @ iter =  7800 , cost =  0.0711979195476
--> train minibatch error =  0.26
-->  7 44700 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 44750 chunk_17_50000.pkl
training @ iter =  7900 , cost =  0.00908144842833
--> train minibatch error =  0.12
-->  7 45250 chunk_17_50000.pkl
--> train minibatch error =  0.14
-->  7 47350 chunk_17_50000.pkl
--> train minibatch error =  0.12
-->  7 47500 chunk_17_50000.pkl
--> train minibatch error =  0.14
-->  7 48300 chunk_17_50000.pkl
iter  7999  validation
epoch 1, iter 8000, validation error 1.772000 %
epoch 1, iter 8000, train minibatch error 0.000000 %
epoch 1, iter 8000, train buffer error 0.800000 %
patience =  50000 0.99 15998
training @ iter =  8000 , cost =  0.00424195360392
--> train minibatch error =  0.12
-->  8 1400 chunk_18_50000.pkl
--> train minibatch error =  0.34
-->  8 4750 chunk_18_50000.pkl
--> train minibatch error =  0.48
-->  8 4800 chunk_18_50000.pkl
--> train minibatch error =  0.46
-->  8 4850 chunk_18_50000.pkl
training @ iter =  8100 , cost =  0.316384345293
--> train minibatch error =  0.3
-->  8 5000 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 7150 chunk_18_50000.pkl
training @ iter =  8200 , cost =  0.0140352919698
training @ iter =  8300 , cost =  0.215500608087
--> train minibatch error =  0.18
-->  8 16700 chunk_18_50000.pkl
training @ iter =  8400 , cost =  0.0247762519866
--> train minibatch error =  0.16
-->  8 24700 chunk_18_50000.pkl
training @ iter =  8500 , cost =  0.0393041521311
training @ iter =  8600 , cost =  0.00343290786259
--> train minibatch error =  0.16
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.36
-->  8 30400 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 30450 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 33600 chunk_18_50000.pkl
training @ iter =  8700 , cost =  0.0866151824594
--> train minibatch error =  0.14
-->  8 36250 chunk_18_50000.pkl
--> train minibatch error =  0.18
-->  8 36300 chunk_18_50000.pkl
training @ iter =  8800 , cost =  0.0367038100958
training @ iter =  8900 , cost =  0.0213009212166
--> train minibatch error =  0.2
-->  8 46100 chunk_18_50000.pkl
training @ iter =  9000 , cost =  0.00539241172373
--> train minibatch error =  0.14
-->  9 300 chunk_19_50000.pkl
--> train minibatch error =  0.16
-->  9 1300 chunk_19_50000.pkl
--> train minibatch error =  0.16
-->  9 1400 chunk_19_50000.pkl
--> train minibatch error =  0.14
-->  9 3600 chunk_19_50000.pkl
training @ iter =  9100 , cost =  0.0363048352301
--> train minibatch error =  0.14
-->  9 7150 chunk_19_50000.pkl
training @ iter =  9200 , cost =  0.300479918718
training @ iter =  9300 , cost =  0.11691621691
--> train minibatch error =  0.12
-->  9 15750 chunk_19_50000.pkl
training @ iter =  9400 , cost =  0.0666191577911
training @ iter =  9500 , cost =  0.00388501514681
--> train minibatch error =  0.12
-->  9 26850 chunk_19_50000.pkl
--> train minibatch error =  0.14
-->  9 26900 chunk_19_50000.pkl
--> train minibatch error =  0.14
-->  9 26950 chunk_19_50000.pkl
--> train minibatch error =  0.14
-->  9 27950 chunk_19_50000.pkl
--> train minibatch error =  0.16
-->  9 29850 chunk_19_50000.pkl
training @ iter =  9600 , cost =  0.324602842331
--> train minibatch error =  0.12
-->  9 30050 chunk_19_50000.pkl
training @ iter =  9700 , cost =  0.00342043908313
training @ iter =  9800 , cost =  0.0702694728971
--> train minibatch error =  0.12
-->  9 44900 chunk_19_50000.pkl
training @ iter =  9900 , cost =  0.0299745220691
--> train minibatch error =  0.2
-->  9 45150 chunk_19_50000.pkl
--> train minibatch error =  0.2
-->  9 49500 chunk_19_50000.pkl
--> train minibatch error =  0.14
-->  9 49600 chunk_19_50000.pkl
--> train minibatch error =  0.16
-->  9 49650 chunk_19_50000.pkl
iter  9999  validation
epoch 1, iter 10000, validation error 1.808000 %
epoch 1, iter 10000, train minibatch error 2.000000 %
epoch 1, iter 10000, train buffer error 2.200000 %
training @ iter =  10000 , cost =  0.128990933299
training @ iter =  10100 , cost =  0.0120757734403
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
--> train minibatch error =  0.14
-->  10 9150 chunk_20_50000.pkl
training @ iter =  10200 , cost =  0.00769211072475
--> train minibatch error =  0.14
-->  10 11300 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 12600 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 13800 chunk_20_50000.pkl
training @ iter =  10300 , cost =  0.132200032473
--> train minibatch error =  0.14
-->  10 16700 chunk_20_50000.pkl
--> train minibatch error =  0.12
-->  10 17050 chunk_20_50000.pkl
training @ iter =  10400 , cost =  0.0079686511308
--> train minibatch error =  0.14
-->  10 22300 chunk_20_50000.pkl
--> train minibatch error =  0.16
-->  10 23350 chunk_20_50000.pkl
--> train minibatch error =  0.14
-->  10 24600 chunk_20_50000.pkl
--> train minibatch error =  0.2
-->  10 24650 chunk_20_50000.pkl
--> train minibatch error =  0.18
-->  10 24700 chunk_20_50000.pkl
training @ iter =  10500 , cost =  0.151544138789
--> train minibatch error =  0.14
-->  10 25050 chunk_20_50000.pkl
training @ iter =  10600 , cost =  0.097774296999
training @ iter =  10700 , cost =  0.0317490361631
training @ iter =  10800 , cost =  0.0718321725726
training @ iter =  10900 , cost =  0.0206207633018
--> train minibatch error =  0.12
-->  10 48400 chunk_20_50000.pkl
training @ iter =  11000 , cost =  0.00401691393927
training @ iter =  11100 , cost =  0.0247503332794
training @ iter =  11200 , cost =  0.0849440097809
--> train minibatch error =  0.16
-->  11 12200 chunk_21_50000.pkl
training @ iter =  11300 , cost =  0.127002716064
training @ iter =  11400 , cost =  0.0986419692636
--> train minibatch error =  0.16
-->  11 24850 chunk_21_50000.pkl
--> train minibatch error =  0.26
-->  11 24950 chunk_21_50000.pkl
training @ iter =  11500 , cost =  1.07786250114
--> train minibatch error =  0.2
-->  11 25000 chunk_21_50000.pkl
training @ iter =  11600 , cost =  0.199020162225
--> train minibatch error =  0.12
-->  11 30100 chunk_21_50000.pkl
--> train minibatch error =  0.26
-->  11 33450 chunk_21_50000.pkl
--> train minibatch error =  0.12
-->  11 33550 chunk_21_50000.pkl
training @ iter =  11700 , cost =  0.0222653094679
--> train minibatch error =  0.12
-->  11 37150 chunk_21_50000.pkl
training @ iter =  11800 , cost =  0.0108868991956
--> train minibatch error =  0.14
-->  11 41250 chunk_21_50000.pkl
--> train minibatch error =  0.14
-->  11 41400 chunk_21_50000.pkl
--> train minibatch error =  0.12
-->  11 43200 chunk_21_50000.pkl
training @ iter =  11900 , cost =  0.0299344006926
iter  11999  validation
epoch 1, iter 12000, validation error 1.448000 %
epoch 1, iter 12000, train minibatch error 0.000000 %
epoch 1, iter 12000, train buffer error 0.800000 %
patience =  50000 0.99 23998
training @ iter =  12000 , cost =  0.0105422027409
--> train minibatch error =  0.18
-->  12 750 chunk_22_50000.pkl
--> train minibatch error =  0.14
-->  12 800 chunk_22_50000.pkl
training @ iter =  12100 , cost =  0.00101820100099
--> train minibatch error =  0.12
-->  12 6700 chunk_22_50000.pkl
training @ iter =  12200 , cost =  0.0145591311157
training @ iter =  12300 , cost =  0.00283575290814
training @ iter =  12400 , cost =  0.0126117737964
training @ iter =  12500 , cost =  0.00727297179401
--> train minibatch error =  0.12
-->  12 29250 chunk_22_50000.pkl
training @ iter =  12600 , cost =  0.0164348259568
training @ iter =  12700 , cost =  0.00388994277455
training @ iter =  12800 , cost =  0.0158556792885
training @ iter =  12900 , cost =  0.0828721523285
--> train minibatch error =  0.12
-->  12 47350 chunk_22_50000.pkl
training @ iter =  13000 , cost =  0.113696604967
training @ iter =  13100 , cost =  0.0430669263005
--> train minibatch error =  0.12
-->  13 9800 chunk_23_50000.pkl
training @ iter =  13200 , cost =  0.0272056572139
training @ iter =  13300 , cost =  0.214913845062
training @ iter =  13400 , cost =  0.142963021994
--> train minibatch error =  0.22
-->  13 23900 chunk_23_50000.pkl
training @ iter =  13500 , cost =  0.00144866900519
training @ iter =  13600 , cost =  0.0319481007755
training @ iter =  13700 , cost =  0.103944815695
training @ iter =  13800 , cost =  0.00514004100114
--> train minibatch error =  0.16
-->  13 40250 chunk_23_50000.pkl
training @ iter =  13900 , cost =  0.0132515048608
iter  13999  validation
epoch 1, iter 14000, validation error 1.435000 %
epoch 1, iter 14000, train minibatch error 0.000000 %
epoch 1, iter 14000, train buffer error 0.700000 %
training @ iter =  14000 , cost =  0.0836600288749
--> train minibatch error =  0.14
-->  14 900 chunk_24_50000.pkl
training @ iter =  14100 , cost =  0.0171414799988
training @ iter =  14200 , cost =  0.0315637327731
training @ iter =  14300 , cost =  0.00425503589213
training @ iter =  14400 , cost =  0.0182135421783
training @ iter =  14500 , cost =  0.150496229529
training @ iter =  14600 , cost =  0.115232944489
--> train minibatch error =  0.12
-->  14 32200 chunk_24_50000.pkl
--> train minibatch error =  0.12
-->  14 32650 chunk_24_50000.pkl
training @ iter =  14700 , cost =  0.00617913296446
--> train minibatch error =  0.12
-->  14 36450 chunk_24_50000.pkl
--> train minibatch error =  0.14
-->  14 36500 chunk_24_50000.pkl
--> train minibatch error =  0.2
-->  14 36550 chunk_24_50000.pkl
--> train minibatch error =  0.16
-->  14 37000 chunk_24_50000.pkl
training @ iter =  14800 , cost =  0.0141383418813
training @ iter =  14900 , cost =  0.0502720847726
training @ iter =  15000 , cost =  0.0216823313385
--> train minibatch error =  0.16
-->  15 1000 chunk_25_50000.pkl
--> train minibatch error =  0.12
-->  15 1100 chunk_25_50000.pkl
--> train minibatch error =  0.12
-->  15 1150 chunk_25_50000.pkl
training @ iter =  15100 , cost =  0.00736083649099
--> train minibatch error =  0.12
-->  15 5700 chunk_25_50000.pkl
training @ iter =  15200 , cost =  0.10025601089
training @ iter =  15300 , cost =  0.00790191814303
--> train minibatch error =  0.12
-->  15 18200 chunk_25_50000.pkl
training @ iter =  15400 , cost =  0.10571333766
training @ iter =  15500 , cost =  0.00348860980012
training @ iter =  15600 , cost =  0.00821677967906
--> train minibatch error =  0.18
-->  15 32200 chunk_25_50000.pkl
training @ iter =  15700 , cost =  0.0244275555015
training @ iter =  15800 , cost =  0.0425290539861
training @ iter =  15900 , cost =  0.00282631930895
iter  15999  validation
epoch 1, iter 16000, validation error 1.515000 %
epoch 1, iter 16000, train minibatch error 6.000000 %
epoch 1, iter 16000, train buffer error 1.300000 %
training @ iter =  16000 , cost =  0.0626236274838
--> train minibatch error =  0.18
-->  16 2700 chunk_26_50000.pkl
--> train minibatch error =  0.12
-->  16 4700 chunk_26_50000.pkl
training @ iter =  16100 , cost =  0.070209749043
--> train minibatch error =  0.16
-->  16 5500 chunk_26_50000.pkl
training @ iter =  16200 , cost =  0.135415092111
training @ iter =  16300 , cost =  0.149283617735
training @ iter =  16400 , cost =  0.0325472578406
training @ iter =  16500 , cost =  0.00886355806142
--> train minibatch error =  0.12
-->  16 25750 chunk_26_50000.pkl
--> train minibatch error =  0.14
-->  16 29650 chunk_26_50000.pkl
training @ iter =  16600 , cost =  0.0430380739272
training @ iter =  16700 , cost =  0.0574339181185
--> train minibatch error =  0.12
-->  16 37000 chunk_26_50000.pkl
training @ iter =  16800 , cost =  0.00671504624188
training @ iter =  16900 , cost =  0.0875649675727
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  17000 , cost =  0.00936262216419
training @ iter =  17100 , cost =  0.132426172495
training @ iter =  17200 , cost =  0.0100165493786
training @ iter =  17300 , cost =  0.0123723503202
training @ iter =  17400 , cost =  0.0502954386175
training @ iter =  17500 , cost =  0.0551267005503
training @ iter =  17600 , cost =  0.331897377968
